_RAJ2000|_DEJ2000|Name|Morph|LAS|RAJ2000|DEJ2000|z|BA|CBA|EBA|Asym
deg|deg| | |arcmin|deg|deg| |deg|deg|deg|
-----------|-----------|----------------|-|------|---------|---------|-------|-----|-----|-----|-----
117.7141600|+33.5025300|J075051.4+333009|2| 0.466|117.71416|+33.50253| 0.6961|  6.5|  4.4| -5.8| 0.91
117.7225800|+50.0680600|J075053.4+500405|2| 0.177|117.72258|+50.06806| 0.4320| 37.0| 16.8| 15.2| 1.36
117.7293600|+50.0131200|J075054.8+500044|3| 0.763|117.72936|+50.01312| 0.2631| 21.1| 21.0| 19.7| 0.73
117.8485700|+41.3281800|J075123.6+411941|2| 0.516|117.84857|+41.32818| 0.1322|  9.1|  6.5| -3.4| 1.00
117.8494200|+22.8541000|J075123.8+225115|2| 0.482|117.84942|+22.85410| 0.3236|  3.9|  2.7| -6.8| 1.07
117.8686400|+24.8671800|J075128.4+245201|2| 0.473|117.86864|+24.86718| 0.3868| 48.2| 32.6| 31.7| 0.91
117.8834400|+41.2891300|J075132.0+411721|2| 0.389|117.88344|+41.28913| 0.3541| 19.8| 11.9|  9.4| 0.29
117.9005300|+27.7318400|J075136.1+274354|2| 0.189|117.90053|+27.73184| 0.4919|108.1| 49.9| 49.5| 0.89
117.9085300|+28.7643000|J075138.0+284551|2| 1.066|117.90853|+28.76430| 0.6137|  0.8|  1.2| -7.2| 0.66
117.9222900|+44.8954400|J075141.3+445343|2| 0.404|117.92229|+44.89544| 0.6643|  0.3|  0.2| -7.3| 1.25
117.9593000|+47.5668600|J075150.2+473400|2| 0.467|117.95930|+47.56686| 0.4526|  0.8|  0.5| -7.3| 0.64
118.0194100|+31.6351700|J075204.6+313806|3| 0.833|118.01941|+31.63517| 0.3957| 45.9| 50.2| 49.6| 1.16
118.1242700|+27.9943900|J075229.8+275939|2| 0.656|118.12427|+27.99439| 0.6140| 29.4| 25.4| 24.3| 0.70
118.2450100|+20.6634000|J075258.7+203947|2| 0.633|118.24501|+20.66340| 0.4358|  9.5|  8.0|  3.2| 0.76
118.2945400|+42.9363000|J075310.6+425611|2| 0.503|118.29454|+42.93630| 0.6739| 18.2| 12.8| 10.5| 1.18
118.3603800|+22.8729100|J075326.5+225222|2| 0.403|118.36038|+22.87291| 0.4042| 12.2|  7.5|  1.8| 0.97
118.4691000|+33.0769200|J075352.6+330437|3| 0.442|118.46910|+33.07692| 0.2049|  2.7|  1.8| -7.1| 2.16
118.5430600|+16.3630900|J075410.3+162147|2| 0.534|118.54306|+16.36309| 0.5573|  8.9|  6.5| -3.3| 0.71
118.5666400|+33.3874400|J075415.9+332316|2| 0.314|118.56664|+33.38744| 0.4363|  4.8|  2.6| -6.8| 0.78
118.6225700|+32.3907700|J075429.4+322327|2| 0.946|118.62257|+32.39077| 0.5704|  8.1| 10.3|  7.2| 1.32
118.6778700|+39.8608400|J075442.6+395138|3| 0.728|118.67787|+39.86084| 0.2891|  1.6|  1.6| -7.1| 0.92
118.6961100|+35.2176700|J075447.0+351303|2| 0.439|118.69611|+35.21767| 0.5600| 38.8| 25.0| 24.0| 1.12
118.7991100|+22.5475900|J075511.6+223250|2| 0.193|118.79911|+22.54759| 0.2543| 78.3| 36.3| 35.6| 0.98
118.8091600|+14.0590900|J075514.1+140332|2| 0.415|118.80916|+14.05909| 0.3143|  1.5|  0.9| -7.3| 1.01
118.8190000|+19.8771100|J075516.5+195237|2| 0.543|118.81900|+19.87711| 0.6251| 21.6| 16.0| 14.2| 1.03
118.8225700|+24.4749300|J075517.6+242829|2| 0.319|118.82257|+24.47493| 0.3987| 32.2| 17.7| 16.1| 1.35
118.8662100|+13.2424800|J075528.0+131431|2| 0.486|118.86621|+13.24248| 0.6961| 23.8| 16.4| 14.6| 1.15
118.8748000|+52.0807200|J075530.0+520450|2| 0.789|118.87480|+52.08072| 0.1399| 15.3| 15.8| 14.0| 1.11
119.1967200|+20.2982100|J075647.2+201753|2| 0.576|119.19672|+20.29821| 0.4563| 12.7|  9.8|  6.6| 1.44
119.2120700|+24.3091100|J075650.9+241832|2| 0.307|119.21207|+24.30911| 0.5395| 26.3| 14.2| 12.2| 0.92
119.2294000|+30.8646500|J075654.8+305150|2| 0.318|119.22940|+30.86465| 0.2780| 77.5| 42.5| 41.9| 4.34
119.2308000|+39.9379100|J075655.3+395616|2| 0.514|119.23080|+39.93791| 0.2526|  6.6|  4.7| -5.6| 1.08
119.4066100|+47.5598800|J075737.6+473335|2| 0.326|119.40661|+47.55988| 0.5206|  4.8|  2.7| -6.8| 0.85
119.4590000|+11.2683900|J075750.1+111606|2| 0.622|119.45900|+11.26839| 0.4918| 30.4| 25.0| 23.9| 1.05
119.5091600|+24.3720800|J075802.2+242219|2| 0.489|119.50916|+24.37208| 0.5023|  8.8|  6.1| -4.1| 0.97
119.5114700|+23.2663500|J075802.7+231558|2| 0.427|119.51147|+23.26635| 0.6182| 14.6|  9.3|  5.7| 1.26
119.5533100|+38.5353100|J075812.7+383207|3| 0.791|119.55331|+38.53531| 0.0955| 19.1| 19.7| 18.3| 1.13
119.5989400|+52.7137900|J075823.6+524250|2| 0.495|119.59894|+52.71379| 0.3560|165.3|114.9|114.4| 0.32
119.6906600|+19.2137900|J075845.7+191249|2| 0.555|119.69066|+19.21379| 0.1530| 50.7| 38.2| 37.5| 1.21
119.8057300|+11.8986600|J075913.3+115355|2| 0.263|119.80573|+11.89866| 0.6349| 35.8| 18.3| 16.7| 0.43
119.8569800|+30.9782300|J075925.6+305841|2| 0.554|119.85698|+30.97823| 0.3398| 20.3| 15.2| 13.4| 0.63
119.9767100|+08.3273600|J075954.3+081940|2| 0.665|119.97671|+08.32736| 0.2348| 34.8| 30.3| 29.3| 0.86
120.0285100|+49.9653300|J080006.8+495755|2| 0.719|120.02851|+49.96533| 0.3957|  8.6|  8.1|  3.5| 0.77
120.0435600|+34.0003700|J080010.4+340001|2| 0.403|120.04356|+34.00037| 0.5346|  6.8|  4.2| -6.0| 0.98
120.0960500|+31.4526600|J080023.0+312709|3| 0.687|120.09605|+31.45266| 0.3404| 15.0| 13.5| 11.3| 1.15
120.0978100|+49.9910800|J080023.4+495928|2| 0.977|120.09781|+49.99108| 0.5165|  1.7|  2.3| -7.0| 0.89
120.1592700|+09.3908100|J080038.1+092327|3| 0.442|120.15927|+09.39081| 0.6941|  0.4|  0.3| -7.3| 0.77
120.1821700|+08.5259300|J080043.7+083133|2| 0.683|120.18217|+08.52593| 0.6322|  9.3|  8.3|  4.0| 1.01
120.1910300|+34.1290200|J080045.8+340744|2| 0.465|120.19103|+34.12902| 0.5877|  2.6|  1.8| -7.1| 0.87
120.3419500|+10.8486800|J080122.0+105055|2| 0.302|120.34195|+10.84868| 0.6398|  0.8|  0.4| -7.3| 0.76
120.4178500|+42.4217000|J080140.2+422517|2| 0.495|120.41785|+42.42170| 0.4679|  1.9|  1.3| -7.2| 1.46
120.4920600|+17.8646100|J080158.1+175152|3| 0.569|120.49206|+17.86461| 0.1465|  1.1|  0.9| -7.3| 1.02
120.5641400|+53.2902200|J080215.3+531724|3| 1.075|120.56414|+53.29022| 0.4019|  4.5|  6.8| -2.6| 0.95
120.6405500|+27.6143100|J080233.7+273649|2| 0.681|120.64055|+27.61431| 0.3888|  4.8|  4.3| -6.0| 1.45
120.6444000|+31.7222400|J080234.6+314320|2| 0.315|120.64440|+31.72224| 0.1882|  5.9|  3.2| -6.5| 0.74
120.6749800|+31.9168200|J080242.0+315500|2| 0.353|120.67498|+31.91682| 0.5235| 22.4| 12.9| 10.6| 0.69
120.6844500|+31.9107700|J080244.2+315438|2| 0.505|120.68445|+31.91077| 0.5214|103.2| 72.7| 72.2| 1.97
120.7327600|+22.4723900|J080255.8+222820|2| 0.493|120.73276|+22.47239| 0.3628| 16.0| 11.1|  8.3| 0.77
120.8568700|+19.5857800|J080325.6+193509|2| 0.720|120.85687|+19.58578| 0.7089|  9.5|  8.9|  5.1| 1.14
120.8938600|+56.3485500|J080334.4+562054|2| 0.700|120.89386|+56.34855| 0.5281| 11.3| 10.3|  7.3| 1.50
120.9074600|+31.7239800|J080337.7+314325|3| 0.541|120.90746|+31.72398| 0.4936|176.7|130.6|130.4| 0.52
121.0106300|+45.3829300|J080402.5+452258|2| 0.322|121.01063|+45.38293| 0.3756|  2.8|  1.5| -7.1| 0.76
121.0188200|+15.5596200|J080404.5+153334|3| 1.164|121.01882|+15.55962| 0.2682|  7.5| 12.7| 10.3| 1.08
121.0619300|+42.5622100|J080414.8+423343|2| 0.441|121.06193|+42.56221| 0.2756| 16.6| 10.8|  7.9| 1.21
121.2056300|+14.1298500|J080449.3+140747|3| 0.681|121.20563|+14.12985| 0.3204|  6.2|  5.5| -4.8| 0.83
121.2087700|+08.3600600|J080450.1+082136|2| 0.396|121.20877|+08.36006| 0.1511| 31.7| 19.3| 17.9| 0.80
121.2156700|+06.9334300|J080451.7+065600|2| 0.587|121.21567|+06.93343| 0.4487|  1.6|  1.3| -7.2| 0.86
121.4096300|+13.1357600|J080538.3+130809|2| 0.391|121.40963|+13.13576| 0.3114| 49.4| 29.9| 29.0| 0.51
121.4113000|+23.5337900|J080538.7+233201|2| 0.948|121.41130|+23.53379| 0.4817|  1.1|  1.5| -7.2| 0.71
121.4842000|+40.2563400|J080556.2+401522|2| 0.418|121.48420|+40.25634| 0.2846| 12.7|  8.0|  3.2| 1.38
121.4867800|+20.7537300|J080556.7+204513|3| 0.870|121.48678|+20.75373| 0.4291|  8.6|  9.8|  6.6| 0.83
121.5083200|+37.1512200|J080602.1+370901|2| 0.493|121.50832|+37.15122| 0.4971| 65.8| 45.6| 45.0| 0.38
121.6725000|+49.7745600|J080641.4+494629|2| 0.933|121.67250|+49.77456| 0.2447| 47.2| 58.9| 58.0| 0.84
121.8039200|+23.0196400|J080712.9+230111|2| 0.506|121.80392|+23.01964| 0.3603| 18.1| 12.8| 10.5| 1.30
121.8500900|+30.7786800|J080724.0+304642|2| 0.858|121.85009|+30.77868| 0.3210|  5.4|  6.0| -4.1| 0.68
121.9463000|+16.9482500|J080747.0+165653|2| 0.615|121.94630|+16.94825| 0.5982| 28.1| 22.9| 21.6| 0.98
122.0187600|+26.8789800|J080804.4+265244|2| 0.716|122.01876|+26.87898| 0.2157|  7.0|  6.5| -3.3| 0.79
122.0516300|+34.8553800|J080812.3+345119|2| 0.686|122.05163|+34.85538| 0.5427|  6.0|  5.4| -4.9| 1.05
122.1199300|+51.3735500|J080828.8+512224|2| 0.357|122.11993|+51.37355| 0.4936| 20.0| 11.6|  9.0| 0.99
122.1391000|+42.8101100|J080833.3+424836|2| 0.991|122.13910|+42.81011| 0.5426|  6.0|  8.1|  3.5| 0.65
122.3334300|+40.3064100|J080920.0+401823|2| 0.335|122.33343|+40.30641| 0.3379| 73.2| 41.1| 40.4| 0.58
122.5217700|+15.5347900|J081005.1+153203|2| 0.439|122.52177|+15.53479| 0.2631| 40.3| 26.0| 24.9| 0.59
122.6713300|+08.1667100|J081041.3+081000|3| 1.042|122.67133|+08.16671| 0.3424| 57.3| 82.6| 82.3| 0.89
122.6986100|+15.4822300|J081047.7+152855|2| 0.373|122.69861|+15.48223| 0.2542| 29.0| 17.1| 15.5| 0.80
122.7640300|+34.7270500|J081103.3+344337|2| 0.938|122.76403|+34.72705| 0.7034|  7.0|  8.8|  4.8| 0.96
122.7679400|+35.9856600|J081104.3+355908|2| 0.524|122.76794|+35.98566| 0.0815|  4.8|  3.4| -6.4| 1.17
122.7732200|+33.5511200|J081105.5+333303|2| 0.497|122.77322|+33.55112| 0.4359|  0.7|  0.5| -7.3| 0.89
122.7836100|+18.4309400|J081108.3+182548|2| 0.272|122.78361|+18.43094| 0.1822| 19.7| 10.2|  7.1| 1.27
122.8560600|+16.6159000|J081125.4+163658|2| 0.468|122.85606|+16.61590| 0.6464|167.6|112.3|112.1| 0.17
122.9320300|+54.2155600|J081143.6+541256|2| 0.406|122.93203|+54.21556| 0.2919| 11.5|  7.1| -1.7| 1.10
122.9467400|+52.8654000|J081147.2+525154|2| 0.461|122.94674|+52.86540| 0.2143|  5.6|  3.7| -6.3| 1.14
122.9669400|+20.0886600|J081152.0+200519|2| 0.674|122.96694|+20.08866| 0.5002| 15.0| 13.3| 11.1| 0.90
123.0972600|+17.1748900|J081223.3+171029|2| 0.519|123.09726|+17.17489| 0.4494| 34.2| 24.5| 23.4| 1.11
123.1463400|+37.5883200|J081235.1+373517|2| 0.644|123.14634|+37.58832| 0.6583|  4.5|  3.8| -6.2| 1.11
123.1823700|+25.0464700|J081243.7+250247|3| 0.949|123.18237|+25.04647| 0.2410|  7.9| 10.1|  6.9| 1.08
123.1974200|+35.8559500|J081247.3+355121|2| 0.933|123.19742|+35.85595| 0.6852|  0.6|  0.8| -7.2| 0.83
123.2618900|+53.0310300|J081302.8+530151|2| 0.553|123.26189|+53.03103| 0.3836| 14.8| 11.1|  8.4| 1.39
123.3285300|+50.2110600|J081318.8+501239|3| 1.107|123.32853|+50.21106| 0.5713|  6.7| 10.6|  7.7| 1.09
123.7018000|+23.0526300|J081448.4+230310|2| 0.575|123.70180|+23.05263| 0.5090| 16.0| 12.3|  9.9| 2.15
123.8014100|+38.6792700|J081512.3+384045|2| 1.003|123.80141|+38.67927| 0.1253| 17.4| 23.9| 22.8| 0.80
123.9447800|+06.5716100|J081546.7+063417|2| 0.503|123.94478|+06.57161| 0.4276| 13.3|  9.3|  5.8| 0.87
123.9625000|+29.2111300|J081550.9+291240|2| 0.316|123.96250|+29.21113| 0.4411| 24.3| 13.3| 11.1| 0.64
124.0281900|+32.9520800|J081606.7+325707|2| 0.377|124.02819|+32.95208| 0.3923| 17.0| 10.1|  7.0| 1.30
124.1397300|+08.3938600|J081633.5+082337|3| 0.658|124.13973|+08.39386| 0.2066| 53.2| 46.0| 45.4| 1.26
124.1434700|+58.8358600|J081634.4+585010|2| 0.653|124.14347|+58.83586| 0.3884| 35.3| 30.3| 29.5| 0.60
124.1557900|+50.0608300|J081637.3+500339|3| 0.912|124.15579|+50.06083| 0.6655|  3.5|  4.3| -5.9| 1.20
124.1865000|+37.8212000|J081644.7+374916|2| 0.540|124.18650|+37.82120| 0.5680|  6.6|  4.9| -5.4| 1.10
124.2629500|+16.3832800|J081703.1+162259|2| 0.798|124.26295|+16.38328| 0.6993| 18.2| 19.0| 17.6| 1.54
124.2646500|+29.8642100|J081703.5+295150|2| 0.581|124.26465|+29.86421| 0.3709| 79.3| 61.8| 61.4| 1.57
124.2972300|+31.4712200|J081711.3+312816|2| 0.624|124.29723|+31.47122| 0.2350|  1.2|  1.0| -7.2| 0.90
124.3176400|+17.2507300|J081716.2+171502|3| 0.721|124.31764|+17.25073| 0.5532| 59.9| 56.3| 55.8| 1.12
124.3232800|+07.2313500|J081717.6+071352|2| 0.768|124.32328|+07.23135| 0.6745| 14.2| 14.3| 12.2| 1.32
124.3897200|+29.4903700|J081733.5+292924|2| 0.467|124.38972|+29.49037| 0.5641|  3.3|  2.2| -7.0| 1.17
124.3936000|+44.9808000|J081734.4+445850|2| 0.840|124.39360|+44.98080| 0.1421|  2.8|  3.1| -6.6| 0.98
124.4753300|+30.6832600|J081754.0+304100|3| 0.579|124.47533|+30.68326| 0.5650|  6.5|  5.1| -5.3| 1.12
124.4929900|+46.8393000|J081758.2+465021|2| 0.421|124.49299|+46.83930| 0.4739|  3.4|  2.1| -7.0| 1.29
124.5442800|+23.5363600|J081810.6+233210|2| 0.638|124.54428|+23.53636| 0.2445| 47.9| 40.3| 39.6| 1.01
124.6083200|+14.6679800|J081826.0+144004|2| 0.465|124.60832|+14.66798| 0.6109|  0.6|  0.4| -7.3| 1.71
124.7259600|+34.3532300|J081854.2+342111|2| 0.395|124.72596|+34.35323| 0.5806|  1.8|  1.1| -7.2| 1.15
124.7891400|+50.7998200|J081909.3+504759|2| 0.561|124.78914|+50.79982| 0.2171| 48.9| 37.1| 36.4| 1.15
124.7958300|+58.0699800|J081911.0+580412|2| 0.441|124.79583|+58.06998| 0.2541|148.1| 95.8| 95.4| 0.40
124.8842500|+06.6440800|J081932.2+063836|2| 0.585|124.88425|+06.64408| 0.6020|  7.9|  6.2| -3.9| 0.56
124.9119200|+25.3723800|J081938.8+252220|2| 0.669|124.91192|+25.37238| 0.5577| 82.9| 72.7| 72.0| 0.82
124.9479400|+52.5408700|J081947.5+523227|2| 0.869|124.94794|+52.54087| 0.1887|  8.8| 10.0|  6.8| 1.03
125.0052800|+26.1777400|J082001.4+261039|2| 0.243|125.00528|+26.17774| 0.6376| 67.9| 33.7| 32.9| 1.11
125.0368700|+38.6575900|J082008.8+383927|2| 0.381|125.03687|+38.65759| 0.5383| 22.1| 13.2| 11.0| 1.22
125.0901100|+52.0996700|J082021.5+520558|2| 0.457|125.09011|+52.09967| 0.6575|  5.2|  3.4| -6.5| 2.43
125.1006300|+27.7194100|J082024.1+274311|2| 0.791|125.10063|+27.71941| 0.3329| 76.5| 78.9| 78.1| 0.69
125.1157500|+33.3662400|J082027.7+332158|2| 1.260|125.11575|+33.36624| 0.5980|  0.4|  0.9| -7.3| 1.14
125.3269200|+38.0195200|J082118.5+380110|2| 0.737|125.32692|+38.01952| 0.0313|  2.3|  2.2| -7.0| 1.04
125.3386100|+25.3175100|J082121.2+251903|2| 1.025|125.33861|+25.31751| 0.2676| 11.4| 16.1| 14.2| 1.47
125.5634200|+03.0726500|J082215.2+030420|2| 0.218|125.56342|+03.07265| 0.4397| 45.5| 21.9| 20.7| 0.95
125.5718800|+08.9088300|J082217.3+085432|2| 0.421|125.57188|+08.90883| 0.7106| 78.9| 49.7| 49.1| 0.89
125.6357100|+56.1981000|J082232.6+561153|2| 0.501|125.63571|+56.19810| 0.6398|  5.0|  3.5| -6.4| 0.75
125.6800900|+30.4439800|J082243.2+302638|2| 0.327|125.68009|+30.44398| 0.6959| 19.6| 10.9|  8.1| 1.09
125.6809500|+41.6664500|J082243.4+413959|2| 0.474|125.68095|+41.66645| 0.2110| 12.5|  8.4|  4.2| 1.00
125.6942700|+21.8144700|J082246.6+214852|2| 1.117|125.69427|+21.81447| 0.2473|  7.3| 11.6|  9.0| 1.40
125.7652300|+49.8239900|J082303.6+494926|2| 0.319|125.76523|+49.82399| 0.5508| 10.2|  5.6| -4.7| 0.95
125.8857000|+35.6397300|J082332.5+353823|2| 0.497|125.88570|+35.63973| 0.5092| 12.0|  8.4|  4.0| 1.89
125.9632600|+15.7818700|J082351.1+154654|2| 0.460|125.96326|+15.78187| 0.3457|  8.8|  5.8| -4.4| 1.09
126.1385300|+50.8597000|J082433.2+505134|2| 0.643|126.13853|+50.85970| 0.1146|  3.7|  3.1| -6.6| 0.97
126.1425300|+47.0542600|J082434.2+470314|2| 0.475|126.14253|+47.05426| 0.1735|102.8| 69.5| 69.0| 0.58
126.3107400|+34.1212200|J082514.6+340716|2| 0.793|126.31074|+34.12122| 0.4056| 17.1| 17.7| 16.1| 0.89
126.3510300|+46.3918600|J082524.3+462330|2| 0.578|126.35103|+46.39186| 0.2639| 37.2| 28.9| 27.9| 1.03
126.3679000|+09.3313900|J082528.2+091952|2| 0.697|126.36790|+09.33139| 0.3592|  2.9|  2.7| -6.8| 0.77
126.3854300|+23.8583700|J082532.5+235131|2| 0.392|126.38543|+23.85837| 0.5831| 20.7| 12.5| 10.1| 0.62
126.4448900|+49.1999000|J082546.7+491159|2| 0.342|126.44489|+49.19990| 0.3708|  2.1|  1.2| -7.2| 0.85
126.4657200|+23.1236600|J082551.7+230725|2| 0.553|126.46572|+23.12366| 0.3369|  1.6|  1.2| -7.2| 1.03
126.4966800|+43.1802700|J082559.1+431048|2| 0.663|126.49668|+43.18027| 0.4414| 14.9| 13.0| 10.7| 1.05
126.5023800|+40.9811100|J082600.5+405852|2| 0.545|126.50238|+40.98111| 0.0576|  3.4|  2.5| -6.9| 1.10
126.5354600|+03.9843300|J082608.5+035903|2| 0.669|126.53546|+03.98433| 0.2013| 44.7| 39.2| 38.4| 0.86
126.6533400|+29.9163700|J082636.7+295458|2| 0.392|126.65334|+29.91637| 0.3600|  1.6|  1.0| -7.2| 1.00
126.6796300|+19.5430400|J082643.0+193234|2| 0.683|126.67963|+19.54304| 0.4003|  9.3|  8.3|  3.9| 1.54
126.6841400|+19.7262700|J082644.2+194334|2| 0.583|126.68414|+19.72627| 0.6518| 29.6| 23.2| 22.0| 4.29
126.7526500|+10.1261000|J082700.6+100734|2| 0.550|126.75265|+10.12610| 0.2467| 10.0|  7.5|  1.5| 0.90
126.8307400|+33.6689400|J082719.4+334007|2| 0.718|126.83074|+33.66894| 0.3742| 10.3|  9.6|  6.2| 0.97
126.8586000|+17.2405100|J082726.0+171426|2| 0.355|126.85860|+17.24051| 0.4911| 69.5| 40.0| 39.4| 0.66
126.8660600|+11.1872800|J082727.8+111114|2| 0.655|126.86606|+11.18728| 0.5726| 32.0| 27.5| 26.5| 1.06
126.8868200|+09.3218300|J082732.8+091918|2| 0.860|126.88682|+09.32183| 0.4542|  3.3|  3.7| -6.3| 0.81
126.9115200|+06.9618700|J082738.7+065742|2| 0.420|126.91152|+06.96187| 0.5612|  4.0|  2.5| -6.9| 0.94
126.9909500|+40.1789600|J082757.8+401044|2| 0.661|126.99095|+40.17896| 0.5258|  6.7|  5.8| -4.4| 1.00
126.9956400|+43.9920800|J082758.9+435930|2| 0.300|126.99564|+43.99208| 0.3821|  1.9|  1.0| -7.2| 0.98
127.0001200|+51.8244500|J082800.0+514928|2| 0.530|127.00012|+51.82445| 0.3586| 16.4| 12.0|  9.4| 0.90
127.1347000|+40.0795700|J082832.5+400449|2| 0.420|127.13470|+40.07957| 0.3052| 19.7| 12.4| 10.0| 0.78
127.1565500|+44.0983500|J082837.5+440554|2| 0.317|127.15655|+44.09835| 0.4626|  3.2|  1.7| -7.1| 1.66
127.1616000|+03.3454300|J082838.7+032043|3| 0.967|127.16160|+03.34543| 0.6072|  2.2|  2.8| -6.7| 1.18
127.2163700|+51.7065700|J082851.9+514223|2| 0.482|127.21637|+51.70657| 0.4094| 17.0| 11.6|  9.0| 0.70
127.2386400|+23.6443500|J082857.4+233840|2| 0.969|127.23864|+23.64435| 0.5119|  5.7|  7.5|  1.5| 0.94
127.3990400|+12.3172800|J082935.7+121902|2| 0.439|127.39904|+12.31728| 0.7682|  0.2|  0.2| -7.3| 0.71
127.4361100|+57.9655100|J082944.7+575758|2| 0.309|127.43611|+57.96551| 0.5732| 14.7|  8.0|  3.2| 0.58
127.4896800|+35.3728600|J082957.5+352221|2| 0.369|127.48968|+35.37286| 0.6795|  5.8|  3.4| -6.5| 1.30
127.5163600|+27.4182600|J083003.9+272504|3| 0.804|127.51636|+27.41826| 0.5247|  7.2|  7.6|  2.0| 1.09
127.5260900|+14.1573700|J083006.2+140926|2| 0.683|127.52609|+14.15737| 0.1372|146.3|130.8|130.6| 0.32
127.5264000|+16.7663000|J083006.3+164558|2| 0.314|127.52640|+16.76630| 0.3948| 32.4| 17.7| 16.1| 0.98
127.5372500|+14.6522000|J083008.9+143908|2| 0.449|127.53725|+14.65220| 0.3163|  1.4|  0.9| -7.3| 1.12
127.5684400|+01.9280300|J083016.3+015539|2| 0.243|127.56844|+01.92803| 0.3896|102.2| 50.7| 50.3| 0.19
127.5736700|+11.8799600|J083017.6+115247|2| 0.648|127.57367|+11.87996| 0.4017| 17.4| 14.8| 12.9| 1.01
127.6807200|+31.5128300|J083043.3+313046|2| 0.666|127.68072|+31.51283| 0.2687|  0.7|  0.6| -7.3| 0.97
127.7765700|+49.0371000|J083106.3+490213|2| 0.538|127.77657|+49.03710| 0.3069| 16.3| 12.0|  9.6| 0.77
127.8394600|+34.9957500|J083121.4+345944|2| 0.372|127.83946|+34.99575| 0.4000| 19.5| 11.5|  8.9| 1.73
127.8850000|+42.7741600|J083132.4+424627|2| 0.472|127.88500|+42.77416| 0.1833| 10.6|  7.1| -1.7| 1.04
127.8884100|+48.0550200|J083133.1+480317|2| 0.505|127.88841|+48.05502| 0.4243|  1.3|  0.9| -7.2| 0.93
127.9624600|+11.1754600|J083151.1+111031|2| 0.386|127.96246|+11.17546| 0.3407|  2.3|  1.4| -7.2| 0.80
127.9906100|+13.8794000|J083157.7+135245|2| 1.008|127.99061|+13.87940| 0.6139|  2.6|  3.5| -6.4| 0.90
128.0077200|+39.9294400|J083201.8+395546|3| 0.522|128.00772|+39.92944| 0.3195| 26.8| 19.3| 17.9| 0.93
128.0697600|+19.0286600|J083216.7+190143|3| 0.587|128.06976|+19.02866| 0.3013| 21.5| 16.9| 15.3| 0.97
128.0716000|+30.3429700|J083217.1+302034|2| 0.389|128.07160|+30.34297| 0.6841|107.2| 64.6| 64.2| 1.94
128.1773200|+43.0309400|J083242.5+430150|2| 0.710|128.17732|+43.03094| 0.3567|  0.2|  0.2| -7.3| 0.90
128.1833500|+58.7647200|J083243.9+584552|2| 0.632|128.18335|+58.76472| 0.2485|  1.8|  1.5| -7.2| 0.92
128.2098300|+38.1670300|J083250.2+380959|2| 0.763|128.20983|+38.16703| 0.5418|  2.4|  2.4| -6.9| 1.29
128.2481200|+17.9205900|J083259.5+175514|2| 0.487|128.24812|+17.92059| 0.6449|  3.8|  2.6| -6.8| 0.98
128.2636800|+32.8207300|J083303.2+324914|2| 0.877|128.26368|+32.82073| 0.7132| 13.2| 15.3| 13.5| 1.02
128.2649000|+20.6830400|J083303.7+204058|2| 0.435|128.26490|+20.68304| 0.4507| 30.5| 19.5| 18.1| 0.73
128.3181900|+03.4469300|J083316.3+032649|2| 0.678|128.31819|+03.44693| 0.6627| 11.6| 10.3|  7.3| 0.91
128.3218500|+49.0926400|J083317.2+490533|3| 0.639|128.32185|+49.09264| 0.1965|  0.3|  0.3| -7.3| 0.86
128.4763600|+49.9722000|J083354.3+495820|2| 0.805|128.47636|+49.97220| 0.3964| 17.4| 18.3| 16.8| 0.91
128.4892500|+02.8495100|J083357.4+025058|3| 0.902|128.48925|+02.84951| 0.6277| 10.3| 12.3|  9.9| 1.03
128.5775800|+50.1931800|J083418.5+501135|2| 0.590|128.57758|+50.19318| 0.5435|  2.7|  2.1| -7.0| 0.84
128.6987100|+26.3128000|J083447.6+261846|2| 0.699|128.69871|+26.31280| 0.5445| 10.4|  9.5|  6.1| 1.07
128.7650900|+14.1968700|J083503.6+141149|2| 0.921|128.76509|+14.19687| 0.3618|  1.6|  2.0| -7.0| 0.66
128.7981500|+26.5761000|J083511.5+263434|2| 0.663|128.79815|+26.57610| 0.2544|  1.7|  1.5| -7.2| 1.00
128.8141000|+34.5672400|J083515.3+343402|2| 0.880|128.81410|+34.56724| 0.1450|  3.5|  4.1| -6.1| 1.07
128.8662000|+23.1208400|J083527.8+230715|2| 0.876|128.86620|+23.12084| 0.2902| 55.1| 63.7| 63.3| 1.19
128.9024500|+18.4002100|J083536.5+182400|2| 0.267|128.90245|+18.40021| 0.4545| 15.8|  8.1|  3.6| 1.08
128.9170200|+45.6952600|J083540.0+454142|2| 0.827|128.91702|+45.69526| 0.6298|  8.4|  9.1|  5.3| 0.87
128.9959800|+15.5920500|J083559.1+153530|2| 0.307|128.99598|+15.59205| 0.2781| 32.3| 17.5| 15.9| 1.06
129.0777400|+09.1557700|J083618.6+090920|3| 0.863|129.07774|+09.15577| 0.2242| 30.6| 34.8| 33.7| 1.03
129.1330700|+24.1881700|J083631.9+241117|2| 0.516|129.13307|+24.18817| 0.3125| 20.6| 14.7| 12.8| 0.73
129.2020500|+45.2126100|J083648.4+451245|2| 0.347|129.20205|+45.21261| 0.4388| 19.8| 11.3|  8.6| 0.72
129.2718300|+22.6829000|J083705.2+224058|2| 0.653|129.27183|+22.68290| 0.5492| 21.8| 18.7| 17.1| 2.29
